post_id,author,created_at,likes,reposts,text
at://did:plc:kknvnbul2yooa3kxfbxk7oqn/app.bsky.feed.post/3muvwbw5ekc2c,user_034,2026-09-07 06:52:28.819000+00:00,15,0,Ich hatte noch nie einen Pumpkin Spice Latte.
at://did:plc:ibgrjduwyfaz7akb6zke5mpa/app.bsky.feed.post/3muvylw6ugk2u,user_004,2026-09-07 07:33:51.891000+00:00,0,0,"First pumpkin spice latte of the year, watching Friends, and playing The Sims. ✨"
at://did:plc:7dzsowav4iqk6thfqg2o45ch/app.bsky.feed.post/3muvyqhzy3k26,user_123,2026-09-07 07:36:24.831000+00:00,0,0,I've had my Pumpkin Spice Latte for the day. I am ready to go. Let's see what this week throws at us all.
at://did:plc:lmkzmvv6sdxntwtyxpg7fqqq/app.bsky.feed.post/3muwh46cwb22x,user_096,2026-09-07 11:53:29.676000+00:00,1,0,can't wait to need a blanket late in the day while drinking my hot pumpkin spice latte and have soup for dinner
at://did:plc:yz2q47pv2tuehirhil4qb5cd/app.bsky.feed.post/3muwhdxr2xs2j,user_064,2026-09-07 11:57:51.235000+00:00,0,0,this iced pumpkin spice iced latte >>>
at://did:plc:pm5jbnf5y5dvdegikghfdc6z/app.bsky.feed.post/3muwk5ltmzs2j,user_045,2026-09-07 12:47:58.635000+00:00,5,0,"I’ll die on the hill that a pumpkin spice latte is a great drink. If you hate it, you hate fun. 

Also I don’t really vibe with Starbucks’s too much. When I make it at home I use a bit of nutmeg, cinnamon and just a dash of clove."
at://did:plc:bx43f3gwdttbfupnkvp7ytml/app.bsky.feed.post/3muwkl32y522h,user_098,2026-09-07 12:55:30.813000+00:00,8,0,"it was only 62F this morning, I can sense autumn approaching. So I went out and got a pumpkin spice hot latte xD"
at://did:plc:tkgwa6jllgqwnfn73jzvkbbp/app.bsky.feed.post/3muwnzytwqk2b,user_134,2026-09-07 13:57:33.023000+00:00,13,0,"Happy labor day! I think Im going to have my first Pumpkin Spice latte today. Im sorry, I cant hold out much longer 🦒"
at://did:plc:r36amjl35ceylm74xxhjbnqd/app.bsky.feed.post/3muwq652zmk2l,user_048,2026-09-07 14:35:39.153000+00:00,1,1,I hope tim is enjoying his protein pumpkin spice almond milk latte with peptide-laced cold foam
at://did:plc:7cvdn25ttntbtagvg2mxbeww/app.bsky.feed.post/3muwqcglxp22j,user_037,2026-09-07 14:38:03.365000+00:00,1,1,Had my first pumpkin spice latte of the season 😎
at://did:plc:ekgxd6mtd67bdouho2hksgcm/app.bsky.feed.post/3muwqrub7g22y,user_155,2026-09-07 14:46:40.989000+00:00,42,1,craving pumpkin spice latte
at://did:plc:l72izke74ftkpx57mwlijhpd/app.bsky.feed.post/3muwuki6nz226,user_002,2026-09-07 15:54:08.427000+00:00,9,0,The first thing I wanted to know about that trailer with Elizabeth Holmes and Nathan Fielder: how is she portraying herself in this? One frame reveals she is dressed like one of those lifestyle influencers who love to take fall photos with pumpkin spice latte and leaves.
at://did:plc:3wwvngur3tjqwruru7rordln/app.bsky.feed.post/3muwzgmuli22f,user_149,2026-09-07 17:21:27.832000+00:00,4,0,✨Guess who got their first pumpkin spice latte of the season?✨
at://did:plc:4mzuo2d3q3akwousoc4sihyt/app.bsky.feed.post/3mux476lca225,user_056,2026-09-07 18:10:59.192000+00:00,0,0,"A STARBUCKS DAQUI VOLTOU COM O PUMPKIN SPICE LATTE
A VIDA É BELA"
at://did:plc:mz5xm2zl54pevpvioymjjajd/app.bsky.feed.post/3mux4gkyxs22c,user_114,2026-09-07 18:15:07.097000+00:00,1,0,"New York — The Pumpkin Spice Latte might be too ordinary. McDonald's announced last week that the drink would be removed from its autumn menu for the first time in a decade. Instead, it will replace this classic fall beverage with another seasonal flavor"
at://did:plc:ggdzjwcobe2d7q2c5vwcugrv/app.bsky.feed.post/3mux5tu2nuk23,user_001,2026-09-07 18:40:26.514000+00:00,2,0,i need a pumpkin spice latte from dunkin after work BAD
at://did:plc:huski3mrlgmhybd4z4q3ogxr/app.bsky.feed.post/3mux6xum4vk2r,user_003,2026-09-07 19:00:35.078000+00:00,1,1,"I’m a huge pumpkin everything fan :p i make pumpkin pie, pumpkin cheesecake….and will devour pumpkin muffins local farm out here has really good ones), and yes, the pumpkin spice latte from Starbucks lol"
at://did:plc:ixj5q2qdmni36t3hb22xihe7/app.bsky.feed.post/3mux72ybkgc2s,user_095,2026-09-07 19:02:19.587000+00:00,0,2,"Salt Lake City, don't forget to get your ice cream today!

www.hotplate.com/icecreamsoci...

Pumpkin Spice Latte
Strawberry Fields Forever (with lemon brookie
Over the Moon Pie
Vegan Honeycomb
Vanilla Bean
Milk Chocolate
Mexican Hot Chocolate
Ceremonial Grade (matcha strawberry)
Pineapple Express"
at://did:plc:e57iv7yukq3vyhcbddhlchmu/app.bsky.feed.post/3muxguyluis2k,user_146,2026-09-07 21:22:08.528000+00:00,5,0,first latte art attempt of the season… i have not gotten any better LOLOL
at://did:plc:apqqv6j4pu7x5v6vzxhbuw3h/app.bsky.feed.post/3muxi2zbdls2e,user_125,2026-09-07 21:43:24.307000+00:00,14,0,"San Francisco I need you to chill out on the ""It's Pumpkin Spice Latte Season!"" when it is clearly just the start of our true summer."
at://did:plc:nj7iog6v4yov2e7tctmwq6n3/app.bsky.feed.post/3muxi5vuczk2l,user_063,2026-09-07 21:45:01.399000+00:00,1,0,And fake flavoring of pumpkin spice latte etc is gross anytime!!
at://did:plc:hstv7pho2ckhck6dw2epmfjy/app.bsky.feed.post/3muxinsprdk2x,user_135,2026-09-07 21:53:54.975000+00:00,2,0,Did you stop for a pumpkin spice latte?
at://did:plc:wn7khqmzkrykxzikw4dxqscq/app.bsky.feed.post/3muxkub3g3k2d,user_033,2026-09-07 22:33:18.844000+00:00,1,0,Watching Jurassic Park with a pumpkin spice iced latte & pumpkin munchkins. The price for the latte & pumpkin munchkins is in no way justifiable (can barely afford it) but I just deserved a treat.
at://did:plc:u6hnihauuraongzh7r5vvhme/app.bsky.feed.post/3muxxlddmsk2o,user_081,2026-09-08 02:20:57.867000+00:00,0,1,"🎃☕ FREE PUMPKIN SPICE LATTE - SEPT 8
#Dunkin’ is giving away a FREE Pumpkin Spice Signature Latte, Sept. 8! 🍂 Get yours hot or iced with a qualifying purchase from 2–6 PM at participating locations. 😋🎃
parade.com/news/dunkin-...
#MilitaryandVeteranDiscounts #PumpkinSpice #FreeLatte #CoffeeDeals"
at://did:plc:27xjxedobgjcpvktsas625u5/app.bsky.feed.post/3muxzrjqagc2k,user_049,2026-09-08 03:00:13.381000+00:00,2,0,"""There's only one Pumpkin Spice Latte.""

Starbucks, I hate to tell you but there are literally hundreds of them."
at://did:plc:4lfutib3wwgxggats646umd7/app.bsky.feed.post/3muxzzvxsas2r,user_091,2026-09-08 03:04:54.646000+00:00,1,0,"Ok so maybe the site is just catching a wibble wobble in general tonight? Replies are showing as black boxes, feeds are stuck in limbo. Ugh.

I just, I dunno, need hope, and a pumpkin spice latte, you know?"
at://did:plc:yafuvwclr6dud3r5yiqpxtw2/app.bsky.feed.post/3muy6fpbehc2e,user_110,2026-09-08 04:23:05.237000+00:00,13,10,"Wren’s Cafe is open for Pumpkin Spice day!!! 🎃🍂 

Grab a latte and a record and enjoy the start of the fall season creeping in!

🎃Slots are 💲4️⃣5️⃣ a slot! 
🍂Comment/DM with what slot number you want and I’ll toss ya in! 
#rensstudios #furryart #furryych #furry"
at://did:plc:2jmbo7ejdhcmoszzmm5ltevr/app.bsky.feed.post/3muyi7r6qo22c,user_006,2026-09-08 07:18:43.305000+00:00,8,2,"Woke up to this very sweet surprise from @user 🧡💚

(I have a very normal relationship to pumpkin spice latte, I swear)"
at://did:plc:gj6yz6xj4hjwbpdk7bwurjww/app.bsky.feed.post/3muyvqrzwq22x,user_007,2026-09-08 11:20:53.304000+00:00,1,0,No pumpkin spice latte shall be formed against me ☕
at://did:plc:kjr5nj3ene2l7idbkvlxvm6q/app.bsky.feed.post/3muywndmcq22n,user_015,2026-09-08 11:36:51.257000+00:00,1,0,Pumpkin spice latte
at://did:plc:rnudz2xas3r74f6zcniiawmi/app.bsky.feed.post/3muz5vfcey225,user_060,2026-09-08 13:46:37.653000+00:00,6,0,"It's here ~ The unofficial beginning of fall. Which means you can now get some fall vibes with my Autumn Leaves Trio, only available online for $50. There's also a lovely coffee mug, perfect for your hot cider or pumpkin spice latte. On sale $18. 

#psl #fallvibes #autumn #art 

🔗 tr.ee/gzENVqdR2c"
at://did:plc:jsxyxuljhssmjwdhmdgexuhk/app.bsky.feed.post/3muzcbhzwbc2n,user_005,2026-09-08 15:04:58.144000+00:00,1,0,🤔 maybe today is the day for my once a year pumpkin spice latte that I regret choosing after the first sip
at://did:plc:uikf2pc3bheo7r47p2mrmuvm/app.bsky.feed.post/3muzdcknook2t,user_024,2026-09-08 15:23:28.187000+00:00,0,0,"FREE Pumpkin Spice Signature Latte at Dunkin' - Today
www.mysavings.com/free-samples..."
at://did:plc:tcxlfailcvpxnmwf5wz6hrnx/app.bsky.feed.post/3muzechkrss2o,user_042,2026-09-08 15:41:18.687000+00:00,1,0,Yesterday I learned my dad is a pumpkin spice latte guy.
at://did:plc:5xnsq3clubaxwdbipydkaoqt/app.bsky.feed.post/3muzefgmyfk2k,user_077,2026-09-08 15:42:58.369000+00:00,0,0,"PSL person? Me not so much but I AM into freebies so...here:
Free medium Pumpkin Spice Signature Latte with a qualifying purchase from 2-6 p.m. today at participating Dunkin' locations. With purchase of a Qualifying Item; excluding individual Munchkins or a cup of water."
at://did:plc:gihpcchh53txzo5w7jjalt25/app.bsky.feed.post/3muzjp7kso22z,user_030,2026-09-08 17:17:55.214000+00:00,0,0,Dunkin' is fiving away a Free medium hot or iced Pumpkin Spice Signature Latte today to Dunkin' Rewards members.
at://did:plc:niabroqnavrstpt7aoc35r22/app.bsky.feed.post/3muzkzwghmc2s,user_009,2026-09-08 17:41:48.476000+00:00,8,0,Drinking a cheap instant pumpkin spice chai latte that actually tastes better than expensive drive through coffee
at://did:plc:k57lz6q32ghp7kjxknhlv6s2/app.bsky.feed.post/3muzlcpqc7c27,user_013,2026-09-08 17:46:43.447000+00:00,24,0,"First Pumpkin Spice Latte of the season bb ☕🍂

I mean a fleet of copters had to airlift in the XXXXXXXXXXXXL sized cup but details details"
at://did:plc:qejcm2vljx2ewipiiyhamjdg/app.bsky.feed.post/3muznaabfis24,user_008,2026-09-08 18:21:07.562000+00:00,2,0,"There's a big storm happening outside my windows, I'm currently curled up in my comfy chair underneath a soft blanket with a book in my lap and a large pumpkin spice latte next to me, and the room is lit by fairy lights and candles only. It's a reader's dream and I'm living it ⛈️🍁✨️🤎"
at://did:plc:drych54stcoroayzoh37cfft/app.bsky.feed.post/3muzo546ij226,user_035,2026-09-08 18:37:16.396000+00:00,1,1,there's a pumpkin spice latte on the menu but they're making me buy the adaptogen one
at://did:plc:bfcc45hhlj6aki6je6di6dcs/app.bsky.feed.post/3muzov6reik2w,user_126,2026-09-08 18:50:44.417000+00:00,8,0,"Need a trenta, no foam, five-shot half-caf, no foam pumpkin spice latte with no foam at 210 degrees"
at://did:plc:jcko372wqhjb3wbtfybssgyj/app.bsky.feed.post/3muzqomtyrs2j,user_157,2026-09-08 19:22:51.782000+00:00,1,0,"If it really is all that … how is it only one solitary dollar more expensive than their pumpkin spice latte??? 

What is happening here"
at://did:plc:oe2b7vl3um6lx3ywvlz42dzs/app.bsky.feed.post/3muzrkxhuo22m,user_094,2026-09-08 19:38:42.444000+00:00,0,0,"🎃 PUMPKIN’S ON DUNKIN’ TODAY! ☕🧡

This is your excuse for an afternoon coffee run because TODAY ONLY you can grab a FREE Medium Pumpkin Spice Signature Latte with any purchase! 🙌

⏰ 2 PM–6 PM only
🎃 Medium Pumpkin Spice Signature Latte
💕 FREE with purchase"
at://did:plc:i5db7utxoq6u5e6sd5zkhsrs/app.bsky.feed.post/3muzrqwj2qc2n,user_113,2026-09-08 19:42:02.765000+00:00,4,0,"At least it's pumpkin spice latte season, the best time of the year. 

I know what I like."
at://did:plc:s7p4yt4byrpmz4ojwo7jfuhr/app.bsky.feed.post/3muzsgmxa4c2h,user_082,2026-09-08 19:54:10.940000+00:00,3,0,"I've been avoiding Starbucks for... years, maybe? I love my local coffee shops and am a known regular at like three of them now. It's fine. It's *fine.* Their coffee is not good and their chai latte mix is icky and their pumpkin spice mix gives me a headache. Locals are *all over*."
at://did:plc:u4idfmgus7chwanshvxjemsc/app.bsky.feed.post/3muzwt2x3oc2m,user_137,2026-09-08 21:12:43.238000+00:00,1,0,Gonna enjoy themselves some hot pumpkin spice latte after 🎃☕
at://did:plc:ur7ctmiplc4bzkza5qky3ywg/app.bsky.feed.post/3muzyyvzt7k2p,user_112,2026-09-08 21:51:46.892000+00:00,1,0,Love me a pumpkin spice latte
at://did:plc:gnqrx3keehxv3bnfchzkvuts/app.bsky.feed.post/3mv2a37e3jc2b,user_058,2026-09-08 23:58:19.965000+00:00,6,1,Four days of shoveling have forcibly reminded me why I no longer do this for a living. I'm only capable of remaining vertical because my blood is currently 38% pumpkin spice latte by volume.
at://did:plc:pwilttbxrwftp2r6eoxryftt/app.bsky.feed.post/3mv2inaz3h22f,user_027,2026-09-09 02:31:35.601000+00:00,2,0,Got the sudden craving of a pumpkin spice latte… fall is really here…
at://did:plc:obwqjysl4ljk2rkwgwmtyvb6/app.bsky.feed.post/3mv2mduzzac22,user_102,2026-09-09 03:37:56.023000+00:00,1,0,Pumpkin Spice Latte Season 🎃✨
at://did:plc:cc5h3j2ehs4prif7mnsfoqqe/app.bsky.feed.post/3mv2rryg2uu2e,user_072,2026-09-09 05:15:17.794000+00:00,1,0,Who needs mistletoe when you've got a pumpkin spice latte? Check out my #standalone #contemporary #reverseharem #romance Moonstone: books2read.com/moonstoneJC #rh #whychoose #christmas #holiday #lovestory #oneclick #novella
